AB->A,AB	AB->B,AB	ABC->A,ABC	ABC->B,ABC	ABC->C,ABC	AC->A,AC	AC->C,AC	BC->B,BC	BC->C,BC
681	1	0	0	0	0	0	0	0	0
682	1	0	0	0	0	0	0	1	5
683	1	2	0	0	0	0	0	1	2
684	2	4	0	0	0	1	0	0	0
685	3	2	0	0	0	0	0	0	0
686	1	0	0	0	0	0	0	0	1
687	4	1	0	0	0	1	0	0	1
688	3	3	0	0	0	0	0	1	1
689	1	0	0	0	0	0	0	0	0
690	0	0	0	0	0	1	0	1	1
691	1	2	0	0	0	0	0	0	1
692	1	0	0	0	0	0	1	0	0
693	1	0	0	0	0	0	0	1	1
694	2	2	0	0	0	1	0	1	2
695	1	1	1	0	0	0	0	0	0
696	1	0	0	0	0	0	0	2	2
697	1	1	0	0	0	0	0	0	0
698	2	4	0	0	0	0	0	0	1
699	1	1	0	0	0	0	0	1	1
700	2	1	0	0	0	0	0	0	0
701	3	1	0	0	0	0	0	0	0
702	3	2	0	0	0	0	0	1	6
703	1	0	0	0	0	1	0	1	3
704	2	1	0	0	0	0	0	1	2
705	0	0	1	0	0	0	2	0	0
706	1	0	0	0	0	0	0	1	1
707	1	0	0	0	0	1	0	0	3
708	3	1	0	0	0	0	0	0	1
709	1	1	0	0	0	0	0	0	0
710	1	2	0	0	1	2	0	1	1
711	1	2	1	0	0	0	0	1	1
712	1	1	0	0	0	0	0	1	1
713	1	1	1	0	0	0	0	1	2
714	1	0	0	0	0	0	0	1	1
715	1	1	0	0	0	0	0	1	1
716	1	0	0	0	0	1	0	0	0
717	1	4	0	0	0	0	0	0	1
718	6	4	0	0	0	0	3	1	1
719	2	1	0	0	0	0	0	1	2
720	2	0	0	0	0	0	0	0	1
721	3	1	0	0	0	0	0	0	2
722	1	2	0	0	0	1	0	0	0
723	2	3	0	0	0	0	0	1	4
724	1	0	0	0	0	0	0	0	0
725	1	2	0	0	0	1	0	0	0
726	1	1	1	0	0	0	0	0	0
727	0	0	0	0	0	0	4	0	1
728	1	0	0	0	0	0	0	2	3
729	2	2	0	0	0	1	0	0	1
730	1	0	1	1	1	0	0	1	0
731	2	0	0	0	0	0	0	1	1
732	0	0	0	0	1	2	0	1	3
733	1	1	0	0	0	0	0	0	2
734	1	1	0	0	0	1	0	1	1
735	3	1	0	0	0	0	0	1	2
736	3	1	0	0	0	0	0	1	1
737	3	3	0	0	0	1	0	1	2
738	4	2	0	0	0	1	0	0	0
739	2	0	0	0	0	0	0	1	1
740	1	0	0	0	0	0	0	1	1
741	2	2	0	0	0	0	5	0	1
742	3	1	0	0	0	0	0	0	0
743	1	0	1	0	0	0	1	0	0
744	5	3	0	0	0	1	0	0	0
745	1	1	0	0	0	0	0	1	2
746	2	3	3	2	1	1	1	1	1
747	0	0	0	0	0	1	0	1	2
748	2	2	0	0	0	0	0	1	2
749	1	0	0	0	0	0	0	1	1
750	1	3	0	0	0	0	0	1	1
751	1	3	0	0	0	0	0	0	2
752	1	0	0	0	0	0	0	1	1
753	1	0	0	0	0	0	0	1	3
754	1	0	0	0	1	1	0	1	2
755	2	0	0	0	0	0	1	1	3
756	1	1	0	0	0	0	0	1	3
757	5	4	0	0	0	0	0	0	1
758	1	0	1	0	0	0	0	0	0
759	1	0	0	0	0	0	0	0	0
760	1	0	0	1	0	1	0	0	0
761	1	0	0	0	0	0	0	0	0
762	4	1	0	0	0	0	0	0	0
763	0	0	0	0	0	0	0	0	1
764	2	1	1	1	1	0	0	0	1
765	2	1	0	0	0	0	0	0	0
766	1	2	0	0	0	0	0	1	3
767	3	2	0	0	0	0	0	0	0
768	1	0	0	0	0	0	0	0	1
769	1	5	0	0	0	0	1	0	1
770	3	2	0	0	0	0	0	0	0
771	4	1	0	0	0	0	0	0	1
772	1	0	0	0	0	0	2	0	0
773	2	0	0	0	0	0	0	1	2
774	1	0	0	0	0	0	0	0	0
775	1	0	0	0	0	0	0	0	1
776	1	0	0	0	0	0	0	0	0
777	2	2	0	0	0	0	1	1	1
778	0	0	0	0	0	1	0	1	1
779	2	1	1	1	0	0	0	0	1
780	0	0	0	1	0	0	0	1	2
781	1	0	0	0	0	0	0	1	1
782	0	3	0	0	0	0	0	0	1
783	1	1	0	0	0	0	0	1	1
784	1	0	0	0	0	0	0	1	2
785	1	0	0	0	0	0	0	1	1
786	1	0	0	0	0	0	0	2	1
787	1	0	0	0	0	0	0	0	1
788	1	2	0	0	0	0	0	1	2
789	1	0	0	0	1	3	0	0	0
790	1	0	0	0	0	0	0	0	0
791	1	1	0	0	0	1	0	2	1
792	1	3	0	0	0	0	0	1	1
793	2	1	0	0	0	0	0	0	0
794	1	0	2	1	1	0	0	0	0
795	0	0	1	0	0	0	0	0	0
796	1	0	0	0	0	0	0	1	3
797	1	0	0	0	0	0	0	0	2
798	6	5	0	0	0	0	0	1	2
799	0	0	1	0	0	0	0	0	0
800	3	9	0	0	0	0	0	1	3
801	1	0	0	0	0	0	0	0	0
802	1	2	0	0	0	0	0	0	1
803	4	3	0	0	0	0	0	1	2
804	1	1	0	0	0	1	0	0	1
805	3	1	0	0	0	1	0	0	0
806	2	3	0	0	0	0	0	1	1
807	0	1	0	0	0	1	0	1	2
808	2	2	0	0	0	0	0	0	0
809	2	1	0	0	0	1	0	0	0
810	2	3	0	0	0	1	0	1	3
811	4	3	0	0	0	0	0	2	4
812	1	0	0	0	0	0	0	1	1
813	2	3	0	0	0	0	0	1	1
814	2	1	1	0	0	0	0	2	2
815	1	1	0	0	0	0	0	0	1
816	1	2	0	0	0	1	0	1	1
817	1	1	0	0	0	0	0	1	6
818	1	1	0	0	0	0	1	0	1
819	3	3	0	0	0	0	0	0	1
820	0	1	3	0	1	0	0	1	1
821	7	6	0	0	0	0	0	1	1
822	4	2	0	0	0	0	0	1	2
823	2	1	0	1	0	0	0	0	0
824	2	2	0	0	0	0	0	0	0
825	1	3	1	0	0	0	0	1	1
826	1	0	0	0	0	0	0	0	0
827	2	0	0	0	0	0	0	0	0
828	2	2	0	0	0	0	0	0	0
829	3	2	0	0	0	0	0	1	2
830	2	2	0	0	0	0	0	2	2
831	2	2	0	0	0	0	0	0	0
832	3	1	0	0	0	1	0	0	0
833	0	0	0	0	0	0	0	1	3
834	2	0	0	0	0	0	0	0	0
835	1	3	3	1	1	1	0	0	0
836	0	0	0	0	0	0	1	1	1
837	1	1	0	0	0	0	2	0	0
838	0	2	0	0	0	0	0	0	0
839	2	0	0	0	0	0	0	0	0
840	1	0	0	0	0	0	0	1	1
841	4	1	0	0	0	0	0	0	0
842	1	0	0	0	0	0	0	0	0
843	1	1	0	0	0	1	0	1	1
844	3	2	1	0	0	0	0	0	0
845	1	1	0	0	0	0	0	0	0
846	0	1	1	0	0	0	0	0	2
847	1	0	0	1	1	3	0	0	5
848	3	2	0	0	0	1	0	1	2
849	0	0	0	0	0	1	1	2	2
850	3	3	0	0	0	0	1	0	0
851	1	0	0	0	1	2	2	1	2
852	1	1	0	0	0	1	0	0	1
853	1	1	0	0	0	0	0	1	3
854	1	1	0	0	0	0	0	0	0
855	3	1	0	0	0	0	0	1	3
856	2	1	0	0	0	0	0	1	0
857	2	3	0	0	0	0	0	1	2
858	1	0	0	0	0	1	0	1	2
859	3	6	0	0	0	0	0	0	1
860	2	0	1	0	0	0	0	0	0
861	1	2	0	0	0	0	0	1	2
862	5	5	0	0	0	0	0	2	1
863	1	1	0	0	0	0	0	0	1
864	1	0	0	0	0	0	0	1	1
865	1	0	0	0	0	0	0	0	0
866	0	1	0	0	0	0	0	1	1
867	1	3	0	0	0	0	0	1	3
868	1	0	2	1	1	1	0	0	0
869	1	1	0	0	0	0	0	1	1
870	1	1	0	0	0	0	0	1	2
871	4	1	0	0	0	1	0	1	2
872	4	2	0	0	0	1	0	1	2
873	1	1	0	0	0	0	0	1	5
874	1	1	0	0	0	0	0	1	2
875	3	2	0	0	0	0	0	0	0
876	1	1	0	0	0	0	0	0	0
877	2	0	0	0	0	0	0	1	1
878	1	0	0	0	0	0	0	0	2
879	1	0	0	0	0	0	0	0	1
880	1	1	0	0	0	0	0	1	1
881	2	1	0	0	0	0	0	0	1
882	2	2	0	0	0	1	0	1	1
883	2	2	0	0	0	0	0	1	2
884	2	1	0	0	0	0	2	1	2
885	3	0	0	0	0	0	0	0	2
886	1	0	0	0	0	1	0	0	0
887	3	1	0	0	0	0	0	0	0
888	1	0	0	0	0	0	0	0	0
889	4	5	2	2	1	1	0	0	0
890	1	0	0	0	0	0	0	1	1
891	2	0	0	0	0	0	0	0	0
892	2	2	0	0	1	2	0	1	2
893	1	0	0	0	0	1	0	0	0
894	2	1	3	0	1	0	0	0	1
895	1	1	0	0	0	0	0	1	3
896	1	1	1	0	0	0	0	1	2
897	1	1	0	0	0	0	2	0	1
898	0	0	0	0	0	0	0	1	1
899	3	3	1	0	0	0	0	1	3
900	1	0	0	1	0	0	1	1	1
901	2	1	0	0	0	0	1	0	0
902	1	0	2	1	1	1	0	0	0
903	1	1	0	0	0	0	0	0	1
904	1	0	0	0	0	0	0	0	0
905	3	2	0	0	0	0	0	0	0
906	4	3	0	0	0	0	0	1	0
907	1	0	0	0	0	0	0	1	3
908	1	0	0	0	0	0	2	0	0
909	1	2	1	0	0	0	0	1	1
910	1	2	0	0	0	0	0	1	1
911	1	0	0	0	0	0	0	0	0
912	2	0	0	0	0	0	0	0	0
913	1	0	0	0	0	0	0	1	3
914	2	2	0	0	0	0	0	2	3
915	1	1	0	0	0	0	1	0	0
916	3	4	0	0	0	0	0	1	2
917	1	0	0	0	0	0	0	1	1
918	0	2	1	0	0	0	0	1	1
919	1	0	0	0	0	0	0	0	0
920	0	0	0	0	0	0	0	1	1
921	1	3	0	0	0	0	0	0	1
922	4	2	1	0	0	0	0	0	0
923	1	2	0	0	0	0	0	1	1
924	2	5	1	0	1	3	0	0	1
925	2	3	0	0	0	0	0	1	2
926	0	0	0	0	0	0	1	0	0
927	0	0	0	0	0	0	0	1	0
928	3	2	1	1	0	0	0	1	2
929	1	3	0	0	0	0	2	0	0
930	0	1	0	0	0	1	0	0	2
931	4	1	0	0	0	0	0	1	4
932	2	0	0	0	0	0	0	0	0
933	1	2	0	0	0	0	0	1	1
934	5	2	1	1	0	0	0	0	0
935	0	1	1	0	0	0	0	0	0
936	1	0	0	0	0	0	0	1	1
937	3	1	0	0	0	0	0	0	0
938	5	2	0	0	0	0	0	0	1
939	1	0	1	0	0	0	0	1	1
940	1	0	0	0	0	0	1	2	3
941	1	0	0	0	0	0	0	1	2
942	0	0	0	0	0	0	0	1	2
943	1	2	0	0	0	0	1	1	1
944	1	2	0	0	0	1	1	1	1
945	2	1	0	0	0	0	1	0	1
946	1	1	0	0	0	0	0	1	1
947	4	2	0	0	0	0	0	0	1
948	3	5	0	0	0	1	0	1	2
949	2	1	0	0	0	0	0	0	0
950	0	0	2	1	0	2	1	1	1
951	0	0	0	1	0	1	0	0	1
952	1	2	0	0	1	3	0	0	1
953	3	1	0	0	0	0	0	0	0
954	1	0	0	0	0	0	0	2	6
955	1	2	0	0	0	0	0	0	0
956	1	1	1	0	1	2	0	1	3
957	2	1	0	0	0	0	0	1	2
958	2	1	0	0	0	1	0	0	1
959	1	0	0	0	0	1	0	0	0
960	1	1	0	0	0	1	0	1	2
961	1	0	0	0	0	0	0	0	0
962	3	1	0	0	0	1	1	0	1
963	1	1	3	2	1	1	0	1	1
964	1	0	0	0	0	0	0	1	1
965	3	1	1	0	1	2	0	0	0
966	1	1	0	0	0	0	0	0	0
967	1	1	2	1	1	0	0	0	0
968	1	0	0	0	0	1	0	1	3
969	1	0	0	0	0	0	0	2	3
970	2	1	0	0	0	1	0	1	2
971	1	0	1	0	0	0	0	0	0
972	1	1	0	0	0	1	0	2	4
973	1	2	0	0	0	0	0	0	1
974	0	0	0	0	0	1	0	0	1
975	0	1	0	0	0	1	0	0	1
976	4	1	0	0	0	0	0	1	1
977	1	2	0	0	0	0	0	0	1
978	0	0	0	0	0	0	0	0	1
979	1	0	0	0	0	0	0	1	3
980	0	1	0	0	0	1	0	0	0
981	1	1	0	0	0	0	0	0	0
982	2	2	3	1	1	0	0	1	1
983	0	0	0	0	0	0	0	0	0
984	2	0	0	0	0	1	0	0	0
985	1	0	0	0	0	0	0	0	0
986	2	0	0	0	0	0	0	1	2
987	1	1	1	0	0	0	0	1	1
988	4	1	0	0	0	0	2	1	1
989	0	0	1	0	0	0	1	3	2
990	1	1	1	0	0	0	0	1	2
991	2	3	1	1	1	1	0	1	1
992	1	0	0	0	1	3	0	1	1
993	4	3	0	1	0	0	0	1	1
994	3	4	0	0	0	0	0	1	1
995	2	1	0	0	0	0	0	1	2
996	1	1	0	0	0	0	0	0	1
997	4	1	0	0	0	0	0	1	1
998	0	0	0	0	0	0	0	0	0
999	1	0	0	0	0	0	0	2	4
1000	2	2	0	0	0	0	0	0	1
