,node,node.type,current_rangetxt,event_type,event_txt,ana_dispersal_from,dispersal_to,event_time,abs_event_time,nmap
990,9,tip,B,d,B->AB,B,A,0.409420943061929,0.0952595701380711,637
991,9,tip,B,d,B->AB,B,A,0.426493116972698,0.078187396227302,638
992,41,internal,B,d,B->AB,B,A,0.259634236970947,1.14888069102905,638
993,9,tip,B,d,B->AB,B,A,0.16266209712194,0.34201841607806,639
994,41,internal,B,d,B->AB,B,A,0.212102734673135,1.19641219332686,639
995,9,tip,B,d,B->AB,B,A,0.343510837297991,0.161169675902009,640
996,9,tip,B,d,B->AB,B,A,0.28200945618937,0.22267105701063,641
997,24,internal,B,d,B->BC,B,C,1.53442733290088,1.79637375509912,641
998,9,tip,B,d,B->AB,B,A,0.373595872091004,0.131084641108996,642
999,9,tip,B,d,B->AB,B,A,0.46514485473091,0.0395356584690899,643
1000,9,tip,B,d,B->AB,B,A,0.474120324146005,0.0305601890539951,644
1001,9,tip,B,d,B->AB,B,A,0.0252354133648516,0.479445099835148,645
1002,36,internal,B,d,B->AB,B,A,1.34219021458507,1.98861088541493,645
1003,41,internal,A,d,A->AB,A,B,0.560324652253165,0.848190275746835,645
1004,9,tip,B,d,B->AB,B,A,0.195267716519368,0.309412796680632,646
1005,9,tip,B,d,B->AB,B,A,0.161895767657423,0.342784745542577,647
1006,9,tip,B,d,B->AB,B,A,0.0299714786038701,0.47470903459613,648
1007,9,tip,A,d,A->AB,A,B,0.169075610017967,0.335604903182033,649
1008,9,tip,B,d,B->AB,B,A,0.260143398588184,0.244537114611816,650
1009,23,internal,B,d,B->AB,B,A,3.77358353373255,3.51909938826745,650
1010,41,internal,A,d,A->AB,A,B,0.981536759102497,0.426978168897503,650
1011,9,tip,B,d,B->AB,B,A,0.336030103941062,0.168650409258938,651
1012,9,tip,B,d,B->AB,B,A,0.468109971842095,0.0365705413579052,652
1013,37,internal,B,d,B->AB,B,A,0.0623881876429779,1.34612673555702,652
1014,9,tip,B,d,B->AB,B,A,0.145251100419592,0.359429412780408,653
1015,9,tip,B,d,B->AB,B,A,0.0890885239011371,0.415591989298863,654
1016,36,internal,B,d,B->AB,B,A,0.404363699255909,2.92643740074409,654
1017,9,tip,B,d,B->AB,B,A,0.0188445851895843,0.485835928010416,655
1018,37,internal,B,d,B->AB,B,A,0.0422056806044306,1.36630924259557,655
1019,9,tip,B,d,B->AB,B,A,0.496293353752102,0.00838715944789825,656
1020,41,internal,B,d,B->AB,B,A,0.298257184011277,1.11025774398872,656
1021,9,tip,B,d,B->AB,B,A,0.308799629564911,0.195880883635088,657
1022,9,tip,B,d,B->AB,B,A,0.276395461320361,0.228285051879639,658
1023,9,tip,B,d,B->AB,B,A,0.208134342791072,0.296546170408928,659
1024,9,tip,B,d,B->AB,B,A,0.335305370360858,0.169375142839142,660
1025,9,tip,B,d,B->AB,B,A,0.383433944428202,0.121246568771798,661
1026,9,tip,A,d,A->AB,A,B,0.137454179431709,0.367226333768291,662
1027,9,tip,B,d,B->AB,B,A,0.466880785151181,0.0377997280488194,663
1028,9,tip,B,d,B->AB,B,A,0.301268553668622,0.203411959531378,664
1029,9,tip,B,d,B->AB,B,A,0.176681264021976,0.327999249178024,665
1030,9,tip,B,d,B->AB,B,A,0.166580384108163,0.338100129091837,666
1031,9,tip,B,d,B->AB,B,A,0.0073355082116685,0.497345004988331,667
1032,9,tip,B,d,B->AB,B,A,0.311887875982215,0.192792637217785,668
1033,9,tip,B,d,B->AB,B,A,0.0775401321422427,0.427140381057757,669
1034,37,internal,B,d,B->AB,B,A,0.169265042904603,1.2392498802954,669
1035,9,tip,B,d,B->AB,B,A,0.180092118001749,0.324588395198251,670
1036,23,internal,A,d,A->AB,A,B,1.67739300659314,5.61528991540686,670
1037,41,internal,A,d,A->AB,A,B,0.405836201686443,1.00267872631356,670
1038,9,tip,B,d,B->AB,B,A,0.188351078550806,0.316329434649194,671
1039,9,tip,B,d,B->AB,B,A,0.350616726637041,0.154063786562959,672
1040,9,tip,B,d,B->AB,B,A,0.173539805085095,0.331140708114905,673
1041,9,tip,B,d,B->AB,B,A,0.212346963074976,0.292333550125024,674
1042,9,tip,B,d,B->AB,B,A,0.347332090947075,0.157348422252925,675
1043,9,tip,B,d,B->AB,B,A,0.404419981182399,0.100260532017601,676
1044,9,tip,B,d,B->AB,B,A,0.489116502491632,0.0155640107083679,677
1045,9,tip,B,d,B->AB,B,A,0.23233872202317,0.27234179117683,678
1046,9,tip,B,d,B->AB,B,A,0.241095477829639,0.263585035370361,679
1047,23,internal,A,d,A->AB,A,B,2.39558009395989,4.89710282804011,679
1048,9,tip,B,d,B->AB,B,A,0.249219103071399,0.255461410128601,680
1049,9,tip,B,d,B->AB,B,A,0.128921071370329,0.375759441829671,681
1050,25,internal,B,d,B->BC,B,C,0.0514890221817818,1.63530307475822,681
1051,9,tip,B,d,B->AB,B,A,0.0504541272901234,0.454226385909877,682
1052,9,tip,B,d,B->AB,B,A,0.297140666866487,0.207539846333513,683
1053,9,tip,B,d,B->AB,B,A,0.0344966857962477,0.470183827403752,684
1054,9,tip,B,d,B->AB,B,A,0.0421689734052938,0.462511539794706,685
1055,9,tip,B,d,B->AB,B,A,0.204788220207223,0.299892292992777,686
1056,41,internal,A,d,A->AB,A,B,0.805096937280256,0.603417990719744,686
1057,9,tip,B,d,B->AB,B,A,0.305359409332522,0.199321103867478,687
1058,41,internal,B,d,B->AB,B,A,0.56327025030099,0.84524467769901,687
1059,9,tip,A,d,A->AB,A,B,0.228946178265,0.275734334935,688
1060,9,tip,B,d,B->AB,B,A,0.263020921199249,0.241659592000751,689
1061,21,tip,B,d,B->AB,B,A,4.70580286609904,2.58688003490096,689
1062,9,tip,B,d,B->AB,B,A,0.0858843434556152,0.418796169744385,690
1063,9,tip,B,d,B->AB,B,A,0.21826968093676,0.28641083226324,691
1064,9,tip,B,d,B->AB,B,A,0.140888954257848,0.363791558942152,692
1065,23,internal,A,d,A->AB,A,B,1.15955054483319,6.13313237716681,692
1066,9,tip,B,d,B->AB,B,A,0.281638236170855,0.223042277029145,693
1067,9,tip,B,d,B->AB,B,A,0.471779128535953,0.0329013846640472,694
1068,9,tip,B,d,B->AB,B,A,0.157100227233336,0.347580285966664,695
1069,23,internal,A,d,A->AB,A,B,3.25625536404378,4.03642755795622,695
1070,9,tip,B,d,B->AB,B,A,0.168838301323834,0.335842211876166,696
1071,23,internal,B,d,B->AB,B,A,0.783322089747473,6.50936083225253,696
1072,9,tip,B,d,B->AB,B,A,0.0947644910612751,0.409916022138725,697
1073,9,tip,B,d,B->AB,B,A,0.478818507384926,0.0258620058150741,698
1074,41,internal,B,d,B->AB,B,A,0.719622743553974,0.688892184446026,698
1075,9,tip,B,d,B->AB,B,A,0.132695722289399,0.371984790910601,699
1076,9,tip,A,d,A->AB,A,B,0.19683288966039,0.30784762353961,700
1077,9,tip,B,d,B->AB,B,A,0.448997981319683,0.0556825318803166,701
1078,9,tip,B,d,B->AB,B,A,0.137603134649176,0.367077378550824,702
1079,9,tip,B,d,B->AB,B,A,0.497409082144979,0.00727143105502082,703
1080,23,internal,B,d,B->AB,B,A,3.72252312523163,3.57015979676837,703
1081,9,tip,B,d,B->AB,B,A,0.368964552429432,0.135715960770568,704
1082,9,tip,B,d,B->AB,B,A,0.252939396918687,0.251741116281313,705
1083,23,internal,B,d,B->AB,B,A,3.27692386544599,4.01575905655401,705
1084,41,internal,A,d,A->AB,A,B,0.707147245700265,0.701367682299735,705
1085,9,tip,B,d,B->AB,B,A,0.0627339994645611,0.441946513735439,706
1086,23,internal,C,d,C->AC,C,A,1.5572796578064,5.7354032641936,706
1087,9,tip,B,d,B->AB,B,A,0.299470478604199,0.205210034595801,707
1088,23,internal,B,d,B->AB,B,A,0.0678149667405603,7.22486795525944,707
1089,9,tip,B,d,B->AB,B,A,0.371912104532664,0.132768408667335,708
1090,9,tip,B,d,B->AB,B,A,0.146362411820495,0.358318101379504,709
1091,9,tip,B,d,B->AB,B,A,0.410388471972371,0.0942920412276286,710
1092,9,tip,B,d,B->AB,B,A,0.153879842286,0.350800670914,711
1093,9,tip,B,d,B->AB,B,A,0.434434461276942,0.0702460519230584,712
1094,9,tip,B,d,B->AB,B,A,0.401108224053014,0.103572289146986,713
