AB->A,AB	AB->B,AB	ABC->A,ABC	ABC->B,ABC	ABC->C,ABC	AC->A,AC	AC->C,AC	BC->B,BC	BC->C,BC
681	0	0	1	0	1	0	0	0	0
682	0	2	0	0	1	0	0	0	0
683	0	2	0	0	0	1	1	0	0
684	0	2	1	0	1	0	0	0	0
685	1	0	0	0	1	0	0	0	0
686	0	0	0	0	1	0	0	0	0
687	0	2	1	0	1	0	0	0	0
688	0	2	1	0	1	0	0	0	0
689	0	2	0	0	0	0	0	0	0
690	2	2	0	1	1	0	0	0	0
691	0	2	1	0	1	0	0	0	0
692	0	2	0	0	0	1	1	0	0
693	0	2	1	0	1	0	0	0	0
694	1	2	1	0	1	0	0	0	0
695	0	0	0	0	0	1	1	0	0
696	0	2	0	0	0	0	0	0	0
697	0	2	0	0	1	0	0	0	0
698	0	2	0	0	0	1	1	0	0
699	0	2	0	0	1	0	0	0	0
700	2	2	0	1	1	0	0	0	0
701	0	2	0	0	0	1	1	0	0
702	0	2	0	0	0	1	1	0	0
703	0	0	1	0	1	0	0	0	0
704	0	2	1	0	1	0	0	0	0
705	0	2	0	0	0	1	1	0	0
706	0	2	0	0	0	0	0	0	0
707	0	0	1	0	1	0	0	0	0
708	0	0	1	0	1	0	0	0	0
709	0	2	1	0	1	0	0	0	0
710	1	0	0	0	0	1	1	0	0
711	0	2	0	0	0	1	1	0	0
712	0	2	1	0	1	0	0	0	0
713	0	2	0	0	0	1	1	0	0
714	0	0	0	0	0	0	0	0	0
715	0	2	1	0	1	0	0	0	0
716	0	2	0	0	0	1	1	0	0
717	0	2	1	0	1	0	0	0	0
718	1	0	0	1	0	0	0	0	1
719	0	2	0	0	0	1	1	0	0
720	0	2	0	0	0	1	1	0	0
721	0	2	0	0	0	1	1	0	0
722	0	2	1	0	1	0	0	0	0
723	0	2	0	0	1	0	0	0	0
724	1	1	0	0	0	0	0	0	0
725	1	0	1	0	1	0	0	0	0
726	0	2	0	0	0	1	1	0	0
727	1	0	0	0	0	0	0	1	1
728	0	2	0	0	0	1	1	0	0
729	0	0	1	0	1	0	0	0	0
730	0	2	0	0	0	1	1	0	0
731	0	1	1	0	1	0	0	0	0
732	0	2	0	0	0	1	1	0	0
733	1	0	0	0	0	0	0	1	1
734	0	2	1	0	1	0	0	0	0
735	0	0	0	0	0	1	1	0	0
736	0	2	0	0	0	1	1	0	0
737	0	2	1	0	1	0	0	0	0
738	2	2	0	1	1	0	0	0	0
739	0	2	0	0	0	1	1	0	0
740	0	2	1	0	1	0	0	0	0
741	0	2	1	0	1	0	0	0	0
742	0	2	0	0	0	1	1	0	0
743	1	0	0	0	0	1	1	0	0
744	0	2	0	0	1	0	0	0	0
745	0	2	0	0	0	1	1	0	0
746	0	0	1	0	1	0	0	0	0
747	0	2	0	0	0	1	1	0	0
748	1	0	0	0	1	0	0	0	0
749	0	2	1	0	1	0	0	0	0
750	2	1	0	0	0	0	0	1	1
751	1	2	1	0	1	0	0	0	0
752	2	2	0	0	0	1	1	0	0
753	0	2	1	0	1	0	0	0	0
754	2	2	0	0	0	1	1	0	0
755	0	2	1	0	0	0	1	0	0
756	2	2	1	0	1	0	0	0	0
757	0	2	0	0	0	1	1	0	0
758	1	0	0	0	0	1	1	0	0
759	0	2	1	0	1	0	0	0	0
760	0	2	1	0	1	0	0	0	0
761	0	2	0	0	1	0	0	0	0
762	0	2	0	0	0	1	1	0	0
763	0	2	1	0	1	0	0	0	0
764	0	2	0	0	0	1	1	0	0
765	0	2	0	0	0	0	1	0	0
766	0	1	0	0	0	1	0	0	0
767	0	2	0	0	0	0	0	0	0
768	1	2	0	0	0	1	1	0	0
769	0	2	0	0	0	1	1	0	0
770	0	2	0	0	0	1	1	0	0
771	0	1	1	0	1	0	0	0	0
772	0	2	0	0	0	1	1	0	0
773	2	2	0	0	0	1	1	0	0
774	0	2	1	0	1	0	0	0	0
775	0	1	0	0	0	1	1	0	0
776	0	2	0	0	0	0	0	0	0
777	0	2	0	0	0	1	1	0	0
778	2	2	1	0	1	0	0	0	0
779	2	2	0	0	0	1	1	0	0
780	1	0	0	0	1	0	0	0	0
781	0	2	1	0	1	0	0	0	0
782	0	2	0	0	0	1	1	0	0
783	0	1	1	0	1	0	0	0	0
784	0	2	1	0	1	0	0	0	0
785	1	0	0	0	1	0	0	0	0
786	2	2	0	0	0	1	1	0	0
787	0	2	1	0	1	0	0	0	0
788	0	1	0	0	0	1	1	0	0
789	0	1	1	0	1	0	0	0	0
790	1	2	0	0	1	0	0	0	0
791	0	0	0	0	0	1	1	0	0
792	0	0	1	0	1	0	0	0	0
793	0	2	0	0	0	1	1	0	0
794	0	0	0	0	0	1	1	0	0
795	0	2	0	0	0	1	1	0	0
796	0	2	0	0	1	0	0	0	0
797	0	2	0	0	0	1	1	0	0
798	0	2	0	0	0	0	0	0	0
799	0	2	0	0	0	1	1	0	0
800	0	2	1	0	1	0	0	0	0
801	0	2	1	0	1	0	0	0	0
802	0	2	1	0	1	0	0	0	0
803	0	0	0	0	0	0	0	0	0
804	0	2	0	0	0	1	1	0	0
805	0	2	1	0	1	0	0	0	0
806	0	2	0	0	0	1	1	0	0
807	0	2	0	0	0	1	1	0	0
808	0	2	0	0	0	1	1	0	0
809	1	0	0	1	1	0	0	0	0
810	1	0	0	1	1	0	0	0	0
811	1	2	0	0	0	1	1	0	0
812	0	2	1	0	1	0	0	0	0
813	0	2	1	0	1	0	0	0	0
814	0	1	0	0	0	1	1	0	0
815	2	2	1	0	1	0	0	0	0
816	0	2	0	0	0	1	1	0	0
817	0	2	0	0	0	1	1	0	0
818	0	2	1	0	1	0	0	0	0
819	2	2	0	0	0	0	0	1	1
820	0	2	0	0	0	1	1	0	0
821	0	2	0	0	0	1	1	0	0
822	0	2	0	0	0	1	1	0	0
823	2	2	0	1	1	0	0	0	0
824	0	2	0	0	0	1	1	0	0
825	0	2	0	0	0	1	1	0	0
826	0	2	1	0	1	0	0	0	0
827	0	2	0	0	0	1	1	0	0
828	1	0	0	0	0	1	1	0	0
829	0	2	0	0	0	1	1	0	0
830	1	0	0	0	0	0	0	1	1
831	0	2	1	0	1	0	0	0	0
832	2	2	1	0	1	0	0	0	0
833	0	2	0	0	0	0	0	0	0
834	2	2	0	0	0	0	0	1	0
835	1	0	0	0	1	0	0	0	0
836	1	0	0	1	0	0	1	0	0
837	1	0	0	0	1	0	0	0	0
838	2	2	1	0	1	0	0	0	0
839	0	2	0	0	0	1	1	0	0
840	0	2	0	0	1	0	0	0	0
841	0	2	0	0	0	1	1	0	0
842	0	0	0	0	0	1	1	0	0
843	0	2	0	0	0	1	1	0	0
844	2	2	0	0	0	0	0	1	1
845	0	2	0	0	0	1	1	0	0
846	2	2	0	0	0	1	1	0	0
847	0	2	0	0	0	1	1	0	0
848	1	0	1	0	1	0	0	0	0
849	0	2	0	0	1	0	0	0	0
850	0	2	0	0	1	0	0	0	0
851	0	2	1	0	1	0	0	0	0
852	0	2	1	0	1	0	0	0	0
853	1	2	0	0	1	0	0	0	0
854	0	2	1	0	1	0	0	0	0
855	1	0	1	0	1	0	0	0	0
856	0	2	1	0	1	0	0	0	0
857	1	0	0	0	0	1	1	0	0
858	0	0	1	0	1	0	0	0	0
859	0	2	1	0	1	0	0	0	0
860	0	2	0	0	0	1	1	0	0
861	1	0	1	0	1	0	0	0	0
862	1	2	0	0	0	1	1	0	0
863	0	0	1	0	1	0	0	0	0
864	0	2	1	0	1	0	0	0	0
865	0	2	1	0	1	0	0	0	0
866	0	0	0	0	0	1	1	0	0
867	0	2	0	0	1	0	0	0	0
868	2	2	0	0	0	1	1	0	0
869	2	2	0	0	1	0	0	0	0
870	0	2	0	0	0	1	1	0	0
871	0	2	1	0	1	0	0	0	0
872	0	2	1	0	1	0	0	0	0
873	0	2	1	0	1	0	0	0	0
874	0	2	1	0	1	0	0	0	0
875	1	2	0	1	1	0	0	0	0
876	0	2	0	0	0	1	1	0	0
877	0	0	0	0	0	1	1	0	0
878	0	2	1	0	1	0	0	0	0
879	0	2	0	0	0	0	0	0	0
880	0	2	1	0	1	0	0	0	0
881	2	2	0	0	0	1	1	0	0
882	0	2	0	0	1	0	0	0	0
883	0	2	1	0	1	0	0	0	0
884	0	2	0	0	0	1	1	0	0
885	0	0	0	0	0	1	1	0	0
886	0	2	0	0	1	0	0	0	0
887	1	0	0	0	1	0	0	0	0
888	0	2	1	0	1	0	0	0	0
889	0	0	1	0	1	0	0	0	0
890	2	2	0	0	0	0	0	0	0
891	1	0	0	0	0	1	1	0	0
892	1	2	0	0	0	1	1	0	0
893	0	2	1	0	1	0	0	0	0
894	2	2	0	0	0	1	1	0	0
895	0	2	1	0	1	0	0	0	0
896	0	2	0	0	0	1	1	0	0
897	1	0	0	1	1	0	0	0	0
898	1	0	0	0	0	0	0	1	1
899	0	2	0	0	0	1	1	0	0
900	0	2	1	0	1	0	0	0	0
901	0	2	0	0	0	0	0	0	0
902	0	2	0	0	0	1	1	0	0
903	2	2	0	0	1	0	0	0	0
904	2	2	1	0	1	0	0	0	0
905	1	0	0	0	0	0	0	1	1
906	0	2	0	0	0	1	1	0	0
907	0	2	1	0	1	0	0	0	0
908	1	0	1	0	1	0	0	0	0
909	0	2	0	0	0	1	1	0	0
910	2	2	0	0	0	0	0	1	1
911	2	2	0	0	0	1	1	0	0
912	0	2	0	0	0	1	1	0	0
913	0	2	1	0	1	0	0	0	0
914	2	2	0	0	0	0	0	1	1
915	0	2	0	0	0	1	1	0	0
916	0	2	0	0	1	0	0	0	0
917	0	2	0	0	1	0	0	0	0
918	0	0	0	0	0	1	1	0	0
919	0	2	0	0	1	0	0	0	0
920	1	0	1	0	0	0	0	0	1
921	2	2	0	1	1	0	0	0	0
922	0	2	0	0	0	1	1	0	0
923	0	2	0	0	1	0	0	0	0
924	0	2	0	0	0	1	1	0	0
925	2	2	0	0	1	0	0	0	0
926	1	2	0	0	0	0	0	0	0
927	1	2	1	0	1	0	0	0	0
928	0	2	0	0	0	1	1	0	0
929	0	0	1	0	1	0	0	0	0
930	0	2	0	0	1	0	0	0	0
931	0	2	0	0	0	1	1	0	0
932	0	2	0	0	0	1	1	0	0
933	1	0	0	1	1	0	0	0	0
934	0	2	0	0	0	1	1	0	0
935	1	0	0	0	0	0	0	1	1
936	0	2	1	0	1	0	0	0	0
937	0	2	0	0	0	1	1	0	0
938	1	2	0	0	0	1	1	0	0
939	0	2	0	0	0	1	1	0	0
940	0	2	0	0	0	1	1	0	0
941	0	2	1	0	1	0	0	0	0
942	0	2	1	0	1	0	0	0	0
943	0	2	1	0	1	0	0	0	0
944	0	0	0	0	1	0	0	0	0
945	0	2	1	0	1	0	0	0	0
946	1	2	0	0	1	0	0	0	0
947	0	2	0	0	0	1	1	0	0
948	0	2	1	0	1	0	0	0	0
949	0	0	1	0	1	0	0	0	0
950	0	2	0	0	0	1	1	0	0
951	0	2	1	0	1	0	0	0	0
952	0	2	0	0	0	1	1	0	0
953	1	2	0	0	0	1	0	0	0
954	1	2	0	0	0	0	0	0	0
955	0	2	1	0	1	0	0	0	0
956	1	0	0	0	0	1	1	0	0
957	0	2	0	0	0	1	1	0	0
958	0	2	1	0	1	0	0	0	0
959	0	2	0	0	0	1	1	0	0
960	0	2	1	0	1	0	0	0	0
961	0	2	1	0	1	0	0	0	0
962	1	0	1	0	1	0	0	0	0
963	0	0	1	0	1	0	0	0	0
964	0	2	1	0	1	0	0	0	0
965	0	2	0	0	0	1	1	0	0
966	2	2	0	0	1	0	0	0	0
967	0	2	1	0	1	0	0	0	0
968	0	2	1	0	1	0	0	0	0
969	1	0	0	0	0	0	0	1	1
970	2	2	0	1	1	0	0	0	0
971	0	2	0	0	0	1	1	0	0
972	0	2	1	0	1	0	0	0	0
973	0	2	1	0	1	0	0	0	0
974	0	2	0	0	0	1	1	0	0
975	0	0	1	0	1	0	0	0	0
976	0	2	1	0	1	0	0	0	0
977	0	2	0	0	0	1	1	0	0
978	0	2	0	0	0	1	1	0	0
979	0	2	1	0	1	0	0	0	0
980	2	2	1	0	1	0	0	0	0
981	1	0	0	0	0	0	0	1	1
982	0	2	0	0	0	1	1	0	0
983	1	0	0	0	0	0	0	0	0
984	0	1	1	0	1	0	0	0	0
985	0	2	1	0	1	0	0	0	0
986	0	2	0	0	0	0	0	0	0
987	0	2	0	0	0	1	1	0	0
988	0	2	1	0	1	0	0	0	0
989	0	2	0	0	0	1	1	0	0
990	0	2	0	0	0	1	1	0	0
991	0	2	1	0	1	0	0	0	0
992	0	2	1	0	1	0	0	0	0
993	0	2	0	0	0	1	1	0	0
994	1	0	0	0	1	0	0	0	0
995	0	2	0	0	1	0	0	0	0
996	0	2	1	0	1	0	0	0	0
997	0	0	0	0	1	0	0	0	0
998	0	2	0	0	0	1	1	0	0
999	1	2	1	0	1	0	0	0	0
1000	0	2	1	0	1	0	0	0	0
