,node,node.type,sampled_states_AT_nodes,clado_event_type,clado_event_txt,clado_dispersal_from,clado_dispersal_to,time_bp,left_desc_nodes,right_desc_nodes,nmap
873,23,internal,4,founder (j),C->B,C,C,B,4.313334,24,26,260
874,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,260
875,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,260
876,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,261
877,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,261
878,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,261
879,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,262
880,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,262
881,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,262
882,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,262
883,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,263
884,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,263
885,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,263
886,23,internal,4,founder (j),C->B,C,C,B,4.313334,24,26,264
887,24,internal,3,founder (j),B->C,B,B,C,2.2887183,25,3,264
888,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,264
889,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,264
890,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,265
891,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,265
892,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,265
893,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,266
894,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,266
895,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,266
896,23,internal,4,founder (j),C->B,C,C,B,4.313334,24,26,267
897,24,internal,3,founder (j),B->C,B,B,C,2.2887183,25,3,267
898,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,267
899,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,267
900,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,268
901,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,268
902,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,268
903,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,269
904,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,269
905,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,269
906,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,270
907,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,270
908,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,270
909,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,271
910,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,271
911,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,271
912,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,272
913,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,272
914,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,272
915,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,273
916,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,273
917,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,273
918,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,274
919,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,274
920,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,274
921,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,275
922,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,275
923,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,275
924,19,root,2,founder (j),A->C,A,A,C,6.6399371,20,35,276
925,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,276
926,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,276
927,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,276
928,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,277
929,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,277
930,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,277
931,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,277
932,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,278
933,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,278
934,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,278
935,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,279
936,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,279
937,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,279
938,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,279
939,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,280
940,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,280
941,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,280
942,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,281
943,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,281
944,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,281
945,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,282
946,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,282
947,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,282
948,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,283
949,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,283
950,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,283
951,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,284
952,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,284
953,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,284
954,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,285
955,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,285
956,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,285
957,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,286
958,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,286
959,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,286
960,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,286
961,22,internal,4,founder (j),C->C,B,C,B,4.7854671,23,27,287
962,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,287
963,27,internal,3,founder (j),B->C,B,B,C,4.3618615,28,8,287
964,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,287
965,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,288
966,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,288
967,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,288
968,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,289
969,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,289
970,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,289
971,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,290
972,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,290
973,30,internal,4,founder (j),C->B,C,C,B,4.8781392,31,11,290
974,31,internal,3,founder (j),B->C,B,B,C,1.9612794,9,10,290
975,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,291
976,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,291
977,30,internal,4,founder (j),C->B,C,C,B,4.8781392,31,11,291
978,31,internal,3,founder (j),B->C,B,B,C,1.9612794,9,10,291
979,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,292
980,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,292
981,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,292
982,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,293
983,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,293
984,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,293
985,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,294
986,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,294
987,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,295
988,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,295
989,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,295
990,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,296
991,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,296
992,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,296
993,22,internal,4,founder (j),C->C,B,C,B,4.7854671,23,27,297
994,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,297
995,27,internal,3,founder (j),B->C,B,B,C,4.3618615,28,8,297
996,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,297
997,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,298
998,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,298
999,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,298
1000,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,299
1001,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,299
1002,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,300
1003,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,300
1004,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,300
1005,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,301
1006,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,301
1007,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,301
1008,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,302
1009,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,302
1010,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,302
1011,19,root,2,founder (j),A->C,A,A,C,6.6399371,20,35,303
1012,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,303
1013,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,303
1014,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,303
1015,22,internal,4,founder (j),C->B,C,C,B,4.7854671,23,27,304
1016,23,internal,3,founder (j),B->B,C,B,C,4.313334,24,26,304
1017,24,internal,3,founder (j),B->C,B,B,C,2.2887183,25,3,304
1018,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,304
1019,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,304
1020,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,305
1021,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,305
1022,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,305
1023,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,306
1024,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,306
1025,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,306
1026,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,307
1027,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,307
1028,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,307
1029,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,308
1030,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,308
1031,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,308
1032,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,308
1033,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,309
1034,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,309
1035,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,309
1036,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,310
1037,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,310
1038,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,310
1039,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,311
1040,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,311
1041,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,311
1042,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,312
1043,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,312
1044,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,312
1045,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,313
1046,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,313
1047,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,313
1048,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,314
1049,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,314
1050,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,314
1051,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,315
1052,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,315
1053,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,315
1054,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,316
1055,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,316
1056,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,316
1057,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,316
1058,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,317
1059,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,317
1060,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,317
1061,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,318
1062,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,318
1063,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,318
1064,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,319
1065,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,319
1066,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,319
1067,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,320
1068,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,320
1069,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,320
1070,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,321
1071,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,321
1072,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,321
1073,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,322
1074,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,322
1075,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,323
1076,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,323
1077,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,323
1078,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,324
1079,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,324
1080,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,324
1081,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,325
1082,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,325
1083,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,325
1084,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,326
1085,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,326
1086,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,326
1087,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,327
1088,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,327
1089,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,327
1090,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,327
1091,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,328
1092,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,328
1093,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,329
1094,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,329
1095,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,329
1096,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,330
1097,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,330
1098,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,330
1099,23,internal,4,founder (j),C->B,C,C,B,4.313334,24,26,331
1100,24,internal,3,founder (j),B->C,B,B,C,2.2887183,25,3,331
1101,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,331
1102,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,331
1103,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,332
1104,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,332
1105,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,332
1106,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,333
1107,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,333
1108,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,333
1109,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,334
1110,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,334
1111,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,334
1112,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,334
1113,19,root,2,founder (j),A->C,A,A,C,6.6399371,20,35,335
1114,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,335
1115,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,335
1116,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,335
1117,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,336
1118,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,336
1119,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,336
1120,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,337
1121,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,337
1122,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,337
1123,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,338
1124,22,internal,4,founder (j),C->C,B,C,B,4.7854671,23,27,338
1125,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,338
1126,27,internal,3,founder (j),B->C,B,B,C,4.3618615,28,8,338
1127,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,338
1128,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,339
1129,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,339
1130,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,339
1131,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,340
1132,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,340
1133,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,340
1134,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,341
1135,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,341
1136,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,341
1137,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,342
1138,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,342
1139,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,342
1140,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,343
1141,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,343
1142,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,343
1143,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,344
1144,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,344
1145,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,345
1146,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,345
1147,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,345
1148,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,346
1149,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,346
1150,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,346
1151,22,internal,4,founder (j),C->C,B,C,B,4.7854671,23,27,347
1152,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,347
1153,27,internal,3,founder (j),B->C,B,B,C,4.3618615,28,8,347
1154,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,347
1155,23,internal,4,founder (j),C->B,C,C,B,4.313334,24,26,348
1156,24,internal,3,founder (j),B->C,B,B,C,2.2887183,25,3,348
1157,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,348
1158,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,348
1159,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,349
1160,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,349
1161,30,internal,4,founder (j),C->B,C,C,B,4.8781392,31,11,349
1162,31,internal,3,founder (j),B->C,B,B,C,1.9612794,9,10,349
1163,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,350
1164,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,350
1165,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,350
1166,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,351
1167,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,351
1168,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,351
1169,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,352
1170,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,352
1171,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,352
1172,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,352
1173,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,353
1174,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,353
1175,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,353
1176,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,354
1177,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,354
1178,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,354
1179,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,355
1180,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,356
1181,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,356
1182,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,356
1183,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,356
1184,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,357
1185,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,357
1186,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,357
1187,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,358
1188,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,358
1189,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,358
1190,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,359
1191,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,359
1192,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,359
1193,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,360
1194,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,360
1195,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,360
1196,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,361
1197,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,361
1198,30,internal,4,founder (j),C->B,C,C,B,4.8781392,31,11,361
1199,31,internal,3,founder (j),B->C,B,B,C,1.9612794,9,10,361
1200,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,362
1201,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,362
1202,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,362
1203,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,363
1204,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,363
1205,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,364
1206,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,364
1207,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,364
1208,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,365
1209,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,365
1210,30,internal,4,founder (j),C->B,C,C,B,4.8781392,31,11,365
1211,31,internal,3,founder (j),B->C,B,B,C,1.9612794,9,10,365
1212,19,root,2,founder (j),A->C,A,A,C,6.6399371,20,35,366
1213,22,internal,4,founder (j),C->C,B,C,B,4.7854671,23,27,366
1214,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,366
1215,27,internal,3,founder (j),B->C,B,B,C,4.3618615,28,8,366
1216,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,366
1217,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,367
1218,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,367
1219,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,367
1220,19,root,4,founder (j),C->C,A,C,A,6.6399371,20,35,368
1221,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,368
1222,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,368
1223,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,368
1224,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,369
1225,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,369
1226,30,internal,4,founder (j),C->B,C,C,B,4.8781392,31,11,369
1227,31,internal,3,founder (j),B->C,B,B,C,1.9612794,9,10,369
1228,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,370
1229,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,370
1230,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,370
1231,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,371
1232,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,371
1233,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,371
1234,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,372
1235,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,372
1236,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,372
1237,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,373
1238,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,373
1239,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,373
1240,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,374
1241,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,374
1242,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,374
1243,19,root,2,founder (j),A->C,A,A,C,6.6399371,20,35,375
1244,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,375
1245,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,375
1246,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,375
1247,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,376
1248,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,376
1249,31,internal,4,founder (j),C->C,B,C,B,1.9612794,9,10,376
1250,19,root,2,founder (j),A->C,A,A,C,6.6399371,20,35,377
1251,24,internal,4,founder (j),C->C,B,C,B,2.2887183,25,3,377
1252,27,internal,4,founder (j),C->C,B,C,B,4.3618615,28,8,377
