,node,node.type,current_rangetxt,event_type,event_txt,ana_dispersal_from,dispersal_to,event_time,abs_event_time,nmap
91,5,tip,A,d,A->AB,A,B,1.9804507159564,5.5383616720436,47
92,7,tip,A,d,A->AB,A,B,0.360870964805765,1.72205612219424,47
93,22,internal,A,d,A->AB,A,B,0.935104511230734,2.80416914876927,47
94,5,tip,B,d,B->AB,B,A,5.7378788761492,1.78093351185079,48
95,22,internal,A,d,A->AB,A,B,1.3196535410999,2.4196201189001,48
96,5,tip,A,d,A->AB,A,B,4.41308497156024,3.10572741643976,49
97,22,internal,A,d,A->AB,A,B,1.02234444154498,2.71692921845502,49
98,22,internal,A,d,A->AB,A,B,0.371162103568925,3.36811155643107,50
99,22,internal,A,d,A->AB,A,B,1.41467878546959,2.32459487453041,51
100,7,tip,A,d,A->AB,A,B,0.757995476065911,1.32493161093409,52
101,22,internal,A,d,A->AB,A,B,1.40974452085878,2.32952913914122,52
102,22,internal,A,d,A->AB,A,B,1.12784301509046,2.61143064490954,53
103,5,tip,B,d,B->AB,B,A,0.864529650187626,6.65428273781237,54
104,7,tip,B,d,B->AB,B,A,1.77896963570493,0.303957451295069,54
105,20,internal,A,d,A->AB,A,B,2.55299481868988,5.79457835631012,54
106,5,tip,A,d,A->AB,A,B,5.18723403987096,2.33157834812904,55
107,22,internal,A,d,A->AB,A,B,0.282669999229074,3.45660366077093,55
108,7,tip,B,d,B->AB,B,A,1.34140275300327,0.74152433399673,56
109,21,internal,A,d,A->AB,A,B,0.619562605423162,3.87670819077684,56
110,5,tip,B,d,B->AB,B,A,0.908783851913497,6.6100285360865,57
111,7,tip,B,d,B->AB,B,A,1.09338863810762,0.98953844889238,57
112,20,internal,B,d,B->AB,B,A,1.4591111409763,6.8884620340237,57
113,20,internal,A,d,A->AB,A,B,2.26133793408549,6.08623524091451,58
114,5,tip,A,d,A->AB,A,B,1.29997079809084,6.21884158990916,59
115,22,internal,A,d,A->AB,A,B,1.50602805179088,2.23324560820912,59
116,5,tip,B,d,B->AB,B,A,5.35600644875601,2.16280593924399,60
117,22,internal,A,d,A->AB,A,B,0.0591697966826725,3.68010386331733,60
118,5,tip,A,d,A->AB,A,B,1.40738439190052,6.11142799609948,61
119,7,tip,B,d,B->AB,B,A,0.751097796781964,1.33182929021804,61
120,20,internal,A,d,A->AB,A,B,1.42994566974006,6.91762750525994,61
121,22,internal,A,d,A->AB,A,B,0.956754846096794,2.78251881390321,62
122,22,internal,A,d,A->AB,A,B,0.176897137188428,3.56237652281157,63
123,5,tip,A,d,A->AB,A,B,2.52619589024679,4.99261649775321,64
124,22,internal,A,d,A->AB,A,B,0.676615366102736,3.06265829389726,64
125,7,tip,B,d,B->AB,B,A,1.80850654278404,0.274420544215963,65
126,20,internal,B,d,B->AB,B,A,2.44609183532095,5.90148133967905,65
127,5,tip,A,d,A->AB,A,B,0.671116608548617,6.84769577945138,66
128,22,internal,A,d,A->AB,A,B,0.927739253730126,2.81153440626987,66
129,5,tip,B,d,B->AB,B,A,1.04230620533302,6.47650618266698,67
130,7,tip,B,d,B->AB,B,A,1.30102592467424,0.781901162325763,67
131,20,internal,B,d,B->AB,B,A,2.34333601970935,6.00423715529065,67
132,5,tip,A,d,A->AB,A,B,4.03255308864088,3.48625929935912,68
133,21,internal,A,d,A->AB,A,B,0.302119894809093,4.19415090139091,68
134,22,internal,A,d,A->AB,A,B,0.689753378915846,3.04952028108415,69
135,22,internal,A,d,A->AB,A,B,1.25640249069804,2.48287116930196,70
136,5,tip,A,d,A->AB,A,B,5.7669351542599,1.7518772337401,71
137,20,internal,B,d,B->AB,B,A,0.250232715961048,8.09734045903895,71
138,5,tip,B,d,B->AB,B,A,3.56868106533714,3.95013132266286,72
139,7,tip,A,d,A->AB,A,B,1.33262403741042,0.75030304958958,72
140,20,internal,B,d,B->AB,B,A,1.03200249355819,7.31557068144181,72
141,22,internal,A,d,A->AB,A,B,1.44726655717061,2.29200710282939,73
142,5,tip,A,d,A->AB,A,B,2.84769118698797,4.67112120101203,74
143,7,tip,A,d,A->AB,A,B,1.72031187178727,0.362615215212732,74
144,22,internal,A,d,A->AB,A,B,0.497352521261748,3.24192113873825,74
145,22,internal,A,d,A->AB,A,B,0.00377323548735667,3.73550042451264,75
146,22,internal,A,d,A->AB,A,B,1.4924727567444,2.2468009032556,76
147,5,tip,A,d,A->AB,A,B,1.00889011601596,6.50992227198404,77
148,22,internal,A,d,A->AB,A,B,1.06861805219443,2.67065560780557,77
149,5,tip,A,d,A->AB,A,B,1.01052487494564,6.50828751305436,78
150,22,internal,A,d,A->AB,A,B,0.989121274462882,2.75015238553712,78
151,22,internal,A,d,A->AB,A,B,0.428724975238321,3.31054868476168,79
152,5,tip,A,d,A->AB,A,B,7.37269036701977,0.146122020980225,80
153,22,internal,A,d,A->AB,A,B,0.738431983442481,3.00084167655752,80
154,5,tip,A,d,A->AB,A,B,5.69557146379375,1.82324092420625,81
155,20,internal,A,d,A->AB,A,B,2.28476992835697,6.06280324664303,81
156,22,internal,A,d,A->AB,A,B,1.15970561929926,2.57956804070074,82
157,5,tip,B,d,B->AB,B,A,4.89974225166825,2.61907013633174,83
158,7,tip,B,d,B->AB,B,A,1.13050503981228,0.95242204718772,83
159,20,internal,B,d,B->AB,B,A,0.68302886304361,7.66454431195639,83
160,5,tip,B,d,B->AB,B,A,2.83161470110143,4.68719768689857,84
161,22,internal,A,d,A->AB,A,B,0.426450456179773,3.31282320382023,84
162,5,tip,B,d,B->AB,B,A,5.9741149935089,1.5446973944911,85
163,7,tip,B,d,B->AB,B,A,0.763220056127983,1.31970703087202,85
164,16,internal,C,d,C->BC,C,B,0.77583581105359,7.57173739644641,85
165,5,tip,A,d,A->AB,A,B,4.39288187718738,3.12593051081262,86
166,22,internal,A,d,A->AB,A,B,0.199247587557128,3.54002607244287,86
167,22,internal,A,d,A->AB,A,B,1.50728713591279,2.23198652408721,87
168,7,tip,B,d,B->AB,B,A,0.292692606787573,1.79023448021243,88
169,20,internal,A,d,A->AB,A,B,3.42229806186408,4.92527511313592,88
170,5,tip,A,d,A->AB,A,B,6.91243449019596,0.606377897804042,89
171,7,tip,B,d,B->AB,B,A,0.821437247140157,1.26148983985984,89
172,20,internal,A,d,A->AB,A,B,1.63900346045902,6.70856971454097,89
173,22,internal,A,d,A->AB,A,B,0.401675597307403,3.3375980626926,90
174,5,tip,A,d,A->AB,A,B,3.33118105008055,4.18763133791945,91
175,21,internal,A,d,A->AB,A,B,0.325363650672253,4.17090714552775,91
176,7,tip,B,d,B->AB,B,A,0.349129159867455,1.73379792713254,92
177,21,internal,A,d,A->AB,A,B,0.554270230247283,3.94200056595272,92
178,22,internal,A,d,A->AB,A,B,1.36784051336738,2.37143314663262,93
179,22,internal,A,d,A->AB,A,B,0.962841978610419,2.77643168138958,94
180,5,tip,A,d,A->AB,A,B,5.60320351059998,1.91560887740002,95
181,16,internal,A,d,A->AC,A,C,0.484355926885551,7.86321728061445,95
182,22,internal,A,d,A->AB,A,B,1.08481740540371,2.65445625459629,95
183,22,internal,A,d,A->AB,A,B,0.312641835159048,3.42663182484095,96
184,7,tip,A,d,A->AB,A,B,1.81689136595719,0.266035721042811,97
185,22,internal,A,d,A->AB,A,B,1.30836018754284,2.43091347245717,97
186,5,tip,A,d,A->AB,A,B,6.28663640973084,1.23217597826916,98
187,22,internal,A,d,A->AB,A,B,0.414682239884092,3.32459142011591,98
188,5,tip,A,d,A->AB,A,B,1.49927455481169,6.01953783318831,99
189,22,internal,A,d,A->AB,A,B,0.165507421929859,3.57376623807014,99
190,5,tip,A,d,A->AB,A,B,0.410271789714279,7.10854059828572,100
191,7,tip,B,d,B->AB,B,A,0.0871867087552985,1.9957403782447,100
192,20,internal,A,d,A->AB,A,B,0.276232210650533,8.07134096434947,100
193,5,tip,A,d,A->AB,A,B,7.42484717040026,0.0939652175997399,101
194,22,internal,A,d,A->AB,A,B,0.537865816221786,3.20140784377821,101
195,22,internal,A,d,A->AB,A,B,0.594467479689321,3.14480618031068,102
196,5,tip,A,d,A->AB,A,B,0.583198285855518,6.93561410214448,103
197,20,internal,B,d,B->AB,B,A,1.00686922613086,7.34070394886914,103
198,5,tip,A,d,A->AB,A,B,0.778622473515558,6.74018991448444,104
199,22,internal,A,d,A->AB,A,B,0.516467950965259,3.22280570903474,104
200,5,tip,B,d,B->AB,B,A,6.16188120563559,1.35693118236441,105
201,22,internal,A,d,A->AB,A,B,1.22895903441219,2.51031462558781,105
202,16,internal,AB,d,AB->ABC,B,C,0.0561973542779616,8.29137585322204,106
203,21,internal,A,d,A->AB,A,B,0.33823202121965,4.15803877498035,106
204,21,internal,A,d,A->AB,A,B,0.348807554486512,4.14746324171349,107
205,5,tip,A,d,A->AB,A,B,6.66236666660975,0.856445721390251,108
206,22,internal,A,d,A->AB,A,B,0.0721526669997049,3.6671209930003,108
207,5,tip,A,d,A->AB,A,B,5.67900526586969,1.83980712213031,109
208,16,internal,A,d,A->AC,A,C,0.74557172002818,7.60200148747182,109
209,22,internal,A,d,A->AB,A,B,0.891042281057946,2.84823137894205,109
210,5,tip,B,d,B->AB,B,A,2.18295309484219,5.33585929315781,110
211,20,internal,B,d,B->AB,B,A,2.31527465943496,6.03229851556504,110
212,5,tip,A,d,A->AB,A,B,5.00599845790665,2.51281393009335,111
213,22,internal,A,d,A->AB,A,B,0.710049261229717,3.02922439877028,111
214,5,tip,A,d,A->AB,A,B,6.37112747226141,1.14768491573859,112
215,22,internal,A,d,A->AB,A,B,0.337254988839388,3.40201867116061,112
216,7,tip,B,d,B->AB,B,A,0.444870749107885,1.63805633789211,113
217,20,internal,B,d,B->AB,B,A,1.05917646982589,7.2883967051741,113
218,5,tip,A,d,A->AB,A,B,5.81539352615804,1.70341886184196,114
219,22,internal,A,d,A->AB,A,B,1.54925784334999,2.19001581665001,114
220,7,tip,B,d,B->AB,B,A,0.830921778671209,1.25200530832879,115
