,node,node.type,sampled_states_AT_nodes,clado_event_type,clado_event_txt,clado_dispersal_from,clado_dispersal_to,time_bp,left_desc_nodes,right_desc_nodes,nmap
307,41,internal,2,founder (j),A->B,A,A,B,1.5168997,14,15,48
308,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,48
309,45,internal,3,founder (j),B->A,B,B,A,1.6084318,46,18,48
310,46,internal,2,founder (j),A->A,B,A,B,0.859385,16,17,48
311,47,internal,2,founder (j),A->B,A,A,B,3.5694601,23,24,48
312,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,49
313,35,internal,4,founder (j),C->C,B,C,B,1.2612921,4,5,49
314,41,internal,2,founder (j),A->B,A,A,B,1.5168997,14,15,49
315,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,49
316,46,internal,3,founder (j),B->A,B,B,A,0.859385,16,17,49
317,47,internal,3,founder (j),B->B,A,B,A,3.5694601,23,24,49
318,28,internal,2,founder (j),A->A,B,A,B,4.4213959,29,41,50
319,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,50
320,35,internal,4,founder (j),C->C,B,C,B,1.2612921,4,5,50
321,41,internal,3,founder (j),B->B,A,B,A,1.5168997,14,15,50
322,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,50
323,45,internal,3,founder (j),B->A,B,B,A,1.6084318,46,18,50
324,46,internal,2,founder (j),A->A,B,A,B,0.859385,16,17,50
325,47,internal,2,founder (j),A->B,A,A,B,3.5694601,23,24,50
326,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,51
327,32,internal,4,founder (j),C->C,B,C,B,1.6998665,33,35,51
328,35,internal,3,founder (j),B->C,B,B,C,1.2612921,4,5,51
329,41,internal,2,founder (j),A->B,A,A,B,1.5168997,14,15,51
330,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,51
331,46,internal,3,founder (j),B->A,B,B,A,0.859385,16,17,51
332,47,internal,2,founder (j),A->B,A,A,B,3.5694601,23,24,51
333,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,52
334,35,internal,4,founder (j),C->C,B,C,B,1.2612921,4,5,52
335,41,internal,2,founder (j),A->B,A,A,B,1.5168997,14,15,52
336,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,52
337,46,internal,3,founder (j),B->A,B,B,A,0.859385,16,17,52
338,47,internal,2,founder (j),A->B,A,A,B,3.5694601,23,24,52
339,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,53
340,35,internal,4,founder (j),C->C,B,C,B,1.2612921,4,5,53
341,41,internal,2,founder (j),A->B,A,A,B,1.5168997,14,15,53
342,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,53
343,46,internal,3,founder (j),B->A,B,B,A,0.859385,16,17,53
344,47,internal,2,founder (j),A->B,A,A,B,3.5694601,23,24,53
345,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,54
346,35,internal,4,founder (j),C->C,B,C,B,1.2612921,4,5,54
347,41,internal,2,founder (j),A->B,A,A,B,1.5168997,14,15,54
348,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,54
349,46,internal,3,founder (j),B->A,B,B,A,0.859385,16,17,54
350,47,internal,2,founder (j),A->B,A,A,B,3.5694601,23,24,54
351,25,root,3,founder (j),B->A,B,B,A,6.7383456,26,47,55
352,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,55
353,35,internal,4,founder (j),C->C,B,C,B,1.2612921,4,5,55
354,41,internal,2,founder (j),A->B,A,A,B,1.5168997,14,15,55
355,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,55
356,45,internal,3,founder (j),B->A,B,B,A,1.6084318,46,18,55
357,46,internal,2,founder (j),A->A,B,A,B,0.859385,16,17,55
358,47,internal,3,founder (j),B->B,A,B,A,3.5694601,23,24,55
359,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,56
360,35,internal,4,founder (j),C->C,B,C,B,1.2612921,4,5,56
361,41,internal,2,founder (j),A->B,A,A,B,1.5168997,14,15,56
362,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,56
363,46,internal,3,founder (j),B->A,B,B,A,0.859385,16,17,56
364,47,internal,2,founder (j),A->B,A,A,B,3.5694601,23,24,56
365,25,root,3,founder (j),B->A,B,B,A,6.7383456,26,47,57
366,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,57
367,35,internal,4,founder (j),C->C,B,C,B,1.2612921,4,5,57
368,41,internal,2,founder (j),A->B,A,A,B,1.5168997,14,15,57
369,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,57
370,46,internal,3,founder (j),B->A,B,B,A,0.859385,16,17,57
371,47,internal,3,founder (j),B->B,A,B,A,3.5694601,23,24,57
372,28,internal,2,founder (j),A->A,B,A,B,4.4213959,29,41,58
373,29,internal,2,founder (j),A->C,A,A,C,3.362699,30,37,58
374,35,internal,4,founder (j),C->C,B,C,B,1.2612921,4,5,58
375,41,internal,3,founder (j),B->B,A,B,A,1.5168997,14,15,58
376,42,internal,2,founder (j),A->B,A,A,B,4.1799539,43,21,58
377,46,internal,3,founder (j),B->A,B,B,A,0.859385,16,17,58
378,47,internal,2,founder (j),A->B,A,A,B,3.5694601,23,24,58
